player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Coco,D,Dc,TOR,7,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,5.847,5.883,5.85,5.87,0.01,,0.882,0.045,0.015,0.194,0.0,2.0,1.42,0.383,0.047,0.012,0.047,0.53,0.9571,1.436,21,4,0,0.082,2,0,180,True,1.0,0.5092,0.5155,94.3,178.6,222.5,128.2,16.7,7,13,1,1,fade(0.95);clearing_observed(asta_xlsx),13,7,12
Kevin Carlos,A,Pc,CAG,12,3.6,6.0,0.5,0.0,0.0,0.0,36,,,,,,,,,,,,,1.0,1.673,0.048,0.077,0.002,0.077,0.37,0.9604,1.472,0,0,0,0.0,0,2,33,False,0.0,0.5091,0.5091,66.9,156.9,214.4,147.5,24.5,12,36,4,2,no_prior_data;clearing_observed(historical),36,12,32
Coulibaly L.,C,M;C,LEC,7,1.7,6.0,0.5,0.0,0.0,0.0,17,5.0,5.965,6.087,5.916,5.982,0.138,0.042,0.858,0.043,0.025,0.166,0.0,4.0,2.106,1.268,0.052,0.044,0.052,0.579,0.9201,1.029,44,6,0,0.171,2,0,180,True,1.0,0.5091,0.5225,95.9,188.1,220.3,124.4,21.6,7,17,5,2,fade(0.98);clearing_observed(historical),17,7,12
Samardzic,C,C;T,ATA,13,4.4,6.0,0.5,0.0,0.0,0.0,44,5.0,6.025,6.352,6.074,6.52,0.084,-0.034,0.668,0.134,0.071,0.063,0.008,4.0,2.658,3.862,0.149,0.218,0.138,2.333,1.0354,2.298,0,0,0,0.0,0,2,52,False,0.0,0.509,0.509,66.8,149.9,229.7,162.9,0.0,13,44,21,10,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),44,13,23
Valeri,D,Ds;E,PAR,8,2.2,6.0,0.5,0.0,0.0,0.0,22,4.0,5.943,6.057,5.92,6.055,0.192,0.028,0.789,0.033,0.1,0.075,0.008,4.0,1.097,4.033,0.059,0.153,0.051,1.034,0.9545,1.408,0,0,0,0.0,2,0,180,True,1.0,0.5082,0.5082,81.4,175.9,220.3,138.9,14.0,7,20,21,10,fade(0.89);clearing_observed(asta_xlsx),20,7,-1
Falcone,P,Por,LEC,8,2.6,6.0,0.5,0.0,0.0,0.0,26,8.0,6.333,5.025,4.703,3.526,2.718,0.9133,0.719,0.0,0.0,0.039,0.0,4.0,,0.031,0.0,0.001,0.0,0.0,0.9201,1.029,4,2,0,0.016,2,0,180,True,1.0,0.5074,0.5086,83.6,175.5,195.4,111.8,30.3,8,26,2,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),26,8,24
El Shaarawy,C,W,GEN,7,2.5,6.0,0.5,0.0,0.0,0.0,25,10.0,6.142,6.468,6.091,6.801,0.197,0.0009,0.611,0.229,0.099,0.067,0.0,4.0,2.408,1.746,0.235,0.127,0.235,2.332,0.9593,1.46,0,0,0,0.0,0,0,0,False,0.0,0.5072,0.5072,58.5,147.9,225.1,166.6,0.0,7,25,25,7,thin_prior_sample_no_fade,25,7,0
Pierotti,C,W,LEC,6,1.9,6.0,0.5,0.0,0.0,0.0,19,3.0,5.848,5.993,5.893,6.053,0.125,-0.135,0.693,0.069,0.028,0.111,0.0,3.0,3.359,2.117,0.157,0.119,0.157,1.332,0.9201,1.029,14,4,0,0.054,2,0,161,True,1.0,0.507,0.5111,82.7,186.5,225.5,142.8,20.0,7,21,2,1,fade(1.11);clearing_observed(asta_xlsx),21,7,19
Konè M.,C,M;C,ROM,10,4.2,6.0,0.5,0.0,0.0,0.0,42,1.0,6.26,6.53,6.26,6.53,0.0,,0.763,0.069,0.103,0.069,0.0,1.0,5.083,1.76,0.164,0.057,0.164,0.741,1.0268,2.203,124,12,0,0.482,2,0,146,True,1.0,0.5068,0.5463,94.5,195.7,230.5,136.0,29.2,9,39,80,40,fade(0.92);clearing_observed(asta_xlsx),39,9,-41
N'Dicka,D,Dc,ROM,13,4.2,6.0,0.5,0.0,0.0,0.0,42,3.0,6.033,6.147,5.997,6.07,0.097,0.11,0.825,0.032,0.043,0.138,0.0,3.0,1.724,0.97,0.049,0.032,0.049,0.543,1.0268,2.203,42,7,0,0.163,1,0,90,True,0.5,0.5064,0.5191,85.8,166.9,217.0,131.2,5.0,11,35,17,8,fade(0.82);clearing_observed(asta_xlsx),35,11,18
Varela G.,A,Pc,MON,7,4.0,6.0,0.5,0.0,0.0,0.0,40,,,,,,,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,2,0,173,True,1.0,0.5063,0.5063,75.4,176.6,218.5,143.1,44.2,7,40,6,3,no_prior_data;clearing_observed(historical),40,7,34
Sarr P.,C,M;C,JUV,7,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,,,,,0.0,,,,,,,2.0,2.676,1.745,0.193,0.105,0.193,1.266,1.0076,1.992,41,6,0,0.159,0,0,0,False,0.0,0.5063,0.5187,65.0,168.2,215.4,150.4,1.7,7,25,25,7,no_prior_data,25,7,0
Pozzi,P,Por,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,2.0,0.752,0.667,0.106,0.088,0.106,1.985,0.9494,1.351,0,0,0,0.0,0,0,0,False,0.0,0.5063,0.5063,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Locatelli,C,M;C,JUV,9,3.3,6.0,0.5,0.0,0.0,0.0,33,11.0,6.165,6.172,5.991,6.015,0.348,0.0675,0.718,0.05,0.07,0.247,0.01,4.0,1.982,2.595,0.053,0.082,0.041,0.988,1.0076,1.992,35,4,0,0.136,2,0,180,True,1.0,0.506,0.5165,111.0,187.7,219.2,108.2,21.2,9,33,8,4,fade(1.01);clearing_observed(asta_xlsx),33,9,25
Aurelio,D,Ds;E,CAG,2,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,3.0,0.626,2.479,0.035,0.14,0.035,0.697,0.9604,1.472,0,0,0,0.0,0,2,9,False,0.0,0.5054,0.5054,66.0,161.9,212.5,146.5,0.0,2,5,5,2,floor_qi,5,2,0
Mandragora,C,C,TOR,8,2.3,6.0,0.5,0.0,0.0,0.0,23,10.0,6.075,6.58,5.367,5.571,1.794,0.3542,0.754,0.093,0.074,0.205,0.008,4.0,3.749,3.181,0.137,0.144,0.12,1.93,0.9571,1.436,70,11,0,0.272,0,2,35,False,0.0,0.5051,0.5266,67.9,168.2,237.9,170.0,1.7,7,21,3,2,fade(0.90);clearing_observed(asta_xlsx),21,7,18
Isaksen,C,W;A,LAZ,9,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,6.048,6.505,6.053,6.477,0.012,-0.015,0.763,0.138,0.034,0.092,0.0,3.0,4.724,2.19,0.225,0.12,0.225,2.304,0.9953,1.856,86,5,0,0.334,0,2,72,False,0.0,0.5047,0.5313,60.5,159.7,230.6,170.1,0.0,8,20,51,26,fade(0.89);clearing_observed(asta_xlsx),20,8,-31
Tornqvist,P,Por,MON,1,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,,,,,0.0,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,0,1,0,False,0.0,0.5044,0.5044,64.9,161.9,213.4,148.5,16.7,1,10,2,1,floor_qi;clearing_observed(historical),10,1,8
Cristante,C,M;C,ROM,9,2.9,6.0,0.5,0.0,0.0,0.0,29,11.0,6.14,6.365,5.926,6.107,0.249,0.0506,0.778,0.093,0.059,0.211,0.0,4.0,2.717,2.192,0.092,0.069,0.086,1.23,1.0268,2.203,69,5,0,0.268,2,0,180,True,1.0,0.5043,0.5254,101.2,173.6,232.2,131.0,7.1,9,29,1,1,fade(1.00);clearing_observed(asta_xlsx),29,9,28
Kempf,D,Dc,COM,5,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,6.03,6.267,5.985,6.14,0.135,,0.789,0.067,0.017,0.117,0.0,2.0,2.674,1.332,0.086,0.049,0.086,0.765,1.0068,1.982,63,8,0,0.245,0,2,25,False,0.0,0.5033,0.5225,74.9,161.5,221.2,146.3,0.0,4,10,1,1,fade(0.77);clearing_observed(asta_xlsx),10,4,9
Kolo Muani,A,Pc,JUV,25,16.5,6.0,0.5,0.0,0.0,0.0,165,1.0,6.22,7.78,6.22,7.78,0.0,,0.421,0.5,0.062,0.0,0.062,1.0,4.807,1.423,0.368,0.109,0.31,1.991,1.0076,1.992,80,8,0,0.311,2,0,180,True,1.0,0.5032,0.5278,99.0,178.0,272.3,173.3,45.6,25,165,188,94,no_prior_data;clearing_observed(historical),165,25,-23
Lulli,D,E,ROM,2,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,1.0268,2.203,0,0,0,0.0,2,0,180,True,1.0,0.5031,0.5031,77.6,178.6,217.6,140.0,16.7,2,10,6,3,floor_qi;clearing_observed(historical),10,2,4
Goncalves P.,C,W;T,FIO,12,5.0,6.0,0.5,0.0,0.0,0.0,50,,,,,,,,,,,,,,,,,,,,1.0124,2.045,0,0,0,0.0,0,0,0,False,0.0,0.5029,0.5029,68.1,166.5,216.2,148.1,0.0,12,50,50,12,no_prior_data,50,12,0
Przyborek,C,W;T,LAZ,1,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,,,,,0.0,,,,,,,,,,,,,,0.9953,1.856,0,0,0,0.0,0,2,0,False,0.0,0.5027,0.5027,65.0,166.5,216.0,151.0,0.0,1,5,5,1,floor_qi,5,1,0
Mascardi,P,Por,TOR,1,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,2,0,180,True,1.0,0.5027,0.5027,76.5,178.6,217.7,141.2,33.4,1,5,3,2,floor_qi;clearing_observed(historical),5,1,2
Vasquez,D,Ds;Dc,GEN,9,3.0,6.0,0.5,0.0,0.0,0.0,30,5.0,6.087,6.162,5.994,6.03,0.139,0.066,0.832,0.044,0.006,0.196,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9593,1.46,32,5,0,0.124,2,0,165,True,1.0,0.5024,0.5119,97.2,183.5,221.7,124.5,21.6,8,26,19,10,fade(0.88);clearing_observed(asta_xlsx),26,8,7
Svilar,P,Por,ROM,19,8.5,6.0,0.5,0.0,0.0,0.0,85,4.0,6.315,5.413,6.263,5.258,0.17,0.063,0.618,0.0,0.0,0.022,0.0,3.0,0.027,0.013,0.001,0.0,0.001,0.011,1.0268,2.203,0,0,0,0.0,2,0,180,True,1.0,0.5023,0.5023,80.5,175.3,198.9,118.4,30.1,19,85,100,50,goalkeeper_no_fade;clearing_observed(asta_xlsx),85,19,-15
Robinho Junior,A,A,GEN,1,0.3,6.0,0.5,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,0.9593,1.46,0,0,0,0.0,0,0,0,False,0.0,0.5021,0.5021,63.8,156.9,214.2,150.4,24.5,1,3,3,1,floor_qi,3,1,0
Frendrup,C,M;C,GEN,7,1.9,6.0,0.5,0.0,0.0,0.0,19,4.0,6.018,6.068,5.998,6.045,0.154,0.025,0.776,0.046,0.037,0.148,0.0,3.0,0.957,1.448,0.034,0.042,0.034,0.663,0.9593,1.46,24,4,0,0.093,2,0,180,True,1.0,0.5018,0.5089,86.7,189.3,222.5,135.8,22.8,8,20,4,2,fade(1.07);clearing_observed(asta_xlsx),20,8,16
Drameh,D,Dd;Ds;E,GEN,3,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,0.9593,1.46,0,0,0,0.0,0,0,0,False,0.0,0.5017,0.5017,66.0,161.9,212.5,146.5,0.0,3,10,10,3,no_prior_data,10,3,0
De Marzi,P,Por,ROM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,1.0268,2.203,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Stolz,P,Por,GEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,2.0,,,,,0.0,,,,,,,,,,,,,,0.9593,1.46,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Lolic,P,Por,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,0,0,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Happonen,P,Por,BOL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,1.004,1.952,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Ghidotti,P,Por,PAR,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9545,1.408,0,0,0,0.0,0,0,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Penev,P,Por,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9201,1.029,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Pompei,P,Por,ATA,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,1.0354,2.298,0,0,0,0.0,0,0,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Laerke,C,W;A,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9201,1.029,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,65.0,166.5,216.0,151.0,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Grandi,P,Por,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9494,1.351,0,0,0,0.0,0,1,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Siviero,P,Por,TOR,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Hasa,C,C;T,FRO,2,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,,,,,0.0,,,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,0,2,23,False,0.0,0.5014,0.5014,65.0,166.5,216.0,151.0,0.0,2,5,5,2,floor_qi,5,2,0
Renzetti,P,Por,LAZ,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9953,1.856,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Strajnar,P,Por,MON,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Satalino,P,Por,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,7.0,,,,,0.0,,,,,,,,,,,,,,0.9714,1.594,0,0,0,0.0,0,1,0,False,0.0,0.5014,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
De Martis,A,Pc,PAR,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,1.0,,0.395,,,,,0.9545,1.408,0,0,0,0.0,0,2,0,False,0.0,0.5014,0.5014,63.8,156.9,214.2,150.4,24.5,1,1,1,1,floor_qi,1,1,0
Gnonto,A,W;A,FIO,7,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,1.0124,2.045,0,0,0,0.0,0,0,0,False,0.0,0.5013,0.5013,63.8,156.9,214.2,150.4,24.5,7,25,25,7,no_prior_data,25,7,0
Diawara S.,D,Ds;Dc,MIL,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,1.0464,2.419,0,0,0,0.0,0,2,0,False,0.0,0.5011,0.5011,66.0,161.9,212.5,146.5,0.0,2,4,4,2,floor_qi;team_discount(MIL),4,2,0
Enem,A,Pc,BOL,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,1.004,1.952,0,0,0,0.0,0,0,0,False,0.0,0.5011,0.5011,63.8,156.9,214.2,150.4,24.5,2,4,4,2,floor_qi,4,2,0
Braganca,C,C,TOR,6,2.0,6.0,0.5,0.0,0.0,0.0,20,,,,,,,,,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,0,0,0,False,0.0,0.501,0.501,65.0,166.5,216.0,151.0,0.0,6,20,20,6,no_prior_data,20,6,0
Massolin,C,C;T,CAG,4,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.501,0.501,65.0,166.5,216.0,151.0,0.0,4,12,12,4,no_prior_data,12,4,0
Cichella,C,M;C,FRO,4,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,1,1,67,True,0.5,0.501,0.501,76.6,168.0,217.8,141.2,1.5,4,12,2,1,no_prior_data;clearing_observed(historical),12,4,10
Frattesi,C,C;T,LAZ,10,7.5,6.0,0.5,0.0,0.0,0.0,75,7.0,5.997,6.352,4.36,4.68,2.76,1.0679,0.721,0.161,0.051,0.088,0.0,4.0,4.361,1.448,0.386,0.094,0.386,2.281,0.9953,1.856,122,11,0,0.474,1,1,126,True,0.5,0.5008,0.5391,67.6,156.8,232.6,165.0,0.0,10,75,32,16,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),75,10,43
Soulè,A,A,ROM,13,4.8,6.0,0.5,0.0,0.0,0.0,48,1.0,6.12,6.83,6.12,6.83,0.0,,0.842,0.188,0.156,0.031,0.0,,,,,,,,1.0268,2.203,47,4,0,0.183,1,1,96,True,0.5,0.5007,0.5148,88.7,191.6,256.6,167.9,59.2,11,42,123,62,fade(0.88);clearing_observed(asta_xlsx),42,11,-81
Tiago Gabriel,D,Dc,LEC,8,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,6.083,6.09,6.125,6.13,0.125,,0.5,0.056,0.0,0.194,0.0,1.0,3.984,0.028,0.111,0.001,0.111,0.558,0.9201,1.029,0,0,0,0.0,1,1,61,True,0.5,0.5006,0.5006,97.4,176.3,214.7,117.3,14.4,7,18,10,5,fade(0.92);clearing_observed(historical),18,7,8
Monteiro J.,C,W;A,LEC,7,2.3,6.0,0.5,0.0,0.0,0.0,23,,,,,,,,,,,,,,,,,,,,0.9201,1.029,0,0,0,0.0,0,0,0,False,0.0,0.5006,0.5006,65.0,166.5,216.0,151.0,0.0,7,23,23,7,no_prior_data,23,7,0
Miranda J.,D,Ds;E,BOL,8,2.3,6.0,0.5,0.0,0.0,0.0,23,2.0,6.017,6.12,6.025,6.13,0.025,,0.789,0.017,0.15,0.167,0.0,2.0,0.586,5.723,0.023,0.213,0.023,0.65,1.004,1.952,25,4,0,0.097,1,1,90,True,0.5,0.5004,0.5078,110.1,179.9,214.3,104.2,18.0,7,20,8,4,fade(0.89);clearing_observed(asta_xlsx),20,7,12
Foe Ondoa,C,C,MON,2,0.2,6.0,0.5,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,2,0,144,True,1.0,0.5004,0.5004,76.6,180.3,220.3,143.7,13.8,2,2,2,2,floor_qi,2,2,0
Odenthal,D,Dc,SAS,3,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,,,,,0.0,,,,,,,,,,,,,,0.9714,1.594,2,2,0,0.008,1,1,90,True,0.5,0.5004,0.501,77.6,164.0,214.2,136.6,2.1,3,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,3,6
Oulai,C,M;C,FIO,6,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,1.0124,2.045,0,0,0,0.0,1,1,99,True,0.5,0.5003,0.5003,76.6,168.0,217.8,141.2,1.5,6,18,5,3,no_prior_data;clearing_observed(historical),18,6,13
Zeballos,A,A,MON,6,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,0,0,0,False,0.0,0.5003,0.5003,63.8,156.9,214.2,150.4,24.5,6,18,18,6,no_prior_data,18,6,0
Drobnic,D,Dc,PAR,2,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9545,1.408,0,0,0,0.0,1,1,90,True,0.5,0.5001,0.5001,77.6,164.0,214.2,136.6,2.1,2,1,1,2,floor_qi,1,2,0
Romano,C,M;C,CAG,7,2.1,6.0,0.5,0.0,0.0,0.0,21,,,,,,,,,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,2,0,180,True,1.0,0.5,0.5,76.6,180.3,220.3,143.7,13.8,7,21,10,5,no_prior_data;clearing_observed(historical),21,7,11
Palmisani,P,Por,FRO,5,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,,,,,0.0,,,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,2,0,180,True,1.0,0.4997,0.4997,76.5,178.6,217.7,141.2,33.4,5,12,2,1,goalkeeper_no_fade;clearing_observed(historical),12,5,10
Patterson,D,Dd;E,TOR,5,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,0,0,0,False,0.0,0.4997,0.4997,66.0,161.9,212.5,146.5,0.0,5,12,12,5,no_prior_data,12,5,0
Pisseri,P,Por,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,6,3,0,0.023,0,2,0,False,0.0,0.4997,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Kessiè,C,C,ATA,12,4.7,6.0,0.5,0.0,0.0,0.0,47,,,,,,,,,,,,,,,,,,,,1.0354,2.298,8,2,0,0.031,0,0,0,False,0.0,0.4996,0.5019,68.1,166.5,216.2,148.1,0.0,12,47,47,12,no_prior_data,47,12,0
Mrozek,P,Por,UDI,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.965,1.523,7,2,0,0.027,0,1,0,False,0.0,0.4994,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Sugawara,D,Dd;E,CAG,6,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.4993,0.4993,66.0,161.9,212.5,146.5,0.0,6,15,15,6,no_prior_data,15,6,0
Puczka,D,Ds;E,GEN,2,0.3,6.0,0.5,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,0.9593,1.46,5,2,0,0.019,0,2,0,False,0.0,0.4993,0.5007,66.0,161.9,212.5,146.5,0.0,2,3,3,2,floor_qi,3,2,0
Alhassane,D,Ds;E,BOL,2,0.6,6.0,0.5,0.0,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,1.004,1.952,11,2,0,0.043,0,0,0,False,0.0,0.4985,0.5017,66.0,161.9,212.5,146.5,0.0,2,6,6,2,floor_qi,6,2,0
Adorante,A,Pc,VEN,4,0.8,6.0,0.5,0.0,0.0,0.0,8,2.0,,,,,0.0,,,,,,,,,,,,,,0.9494,1.351,5,2,0,0.019,0,0,0,False,0.0,0.4983,0.4997,63.8,156.9,214.2,150.4,24.5,4,8,2,1,no_prior_data;clearing_observed(historical),8,4,6
Kofler,D,Dc,CAG,5,0.8,6.0,0.5,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,2,33,False,0.0,0.4983,0.4983,66.0,161.9,212.5,146.5,0.0,5,8,8,5,no_prior_data,8,5,0
Viery,D,Ds;Dc,FIO,6,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,1.0124,2.045,0,0,0,0.0,0,2,29,False,0.0,0.4983,0.4983,66.0,161.9,212.5,146.5,0.0,6,12,5,3,no_prior_data;clearing_observed(historical),12,6,7
Beukema,D,Dc,NAP,6,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.945,6.063,5.96,6.04,0.042,-0.045,0.754,0.035,0.012,0.081,0.0,3.0,1.862,0.727,0.075,0.027,0.075,0.435,1.0241,2.173,36,5,0,0.14,0,2,0,False,0.0,0.4982,0.5089,57.3,157.6,211.6,154.3,0.0,5,10,21,10,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),10,5,-11
Bracaglia,D,Ds;Dc,FRO,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,2,0,150,True,1.0,0.498,0.498,77.6,178.6,217.6,140.0,16.7,7,15,2,1,no_prior_data;clearing_observed(historical),15,7,13
Brescianini,C,C;T,FIO,3,1.1,6.0,0.5,0.0,0.0,0.0,11,3.0,6.043,6.468,6.063,6.49,0.068,-0.06,0.667,0.132,0.053,0.053,0.0,3.0,2.98,1.534,0.184,0.096,0.184,1.339,1.0124,2.045,54,7,0,0.21,1,1,81,True,0.5,0.4979,0.5141,72.0,155.7,231.8,159.8,0.0,3,11,2,1,thin_prior_sample_no_fade;clearing_observed(historical),11,3,9
Piotrowski,C,M;C,UDI,6,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,5.88,5.95,5.88,5.95,0.0,,0.789,0.033,0.0,0.067,0.0,1.0,3.205,0.778,0.169,0.041,0.169,1.904,0.965,1.523,73,5,0,0.284,2,0,131,True,1.0,0.4978,0.52,77.9,162.6,218.1,140.2,0.0,6,16,2,1,fade(1.08);clearing_observed(historical),16,6,14
Amondarain,C,M;C,BOL,5,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,1.004,1.952,4,2,0,0.016,0,2,29,False,0.0,0.4978,0.499,65.0,166.5,216.0,151.0,0.0,5,10,2,1,no_prior_data;clearing_observed(historical),10,5,8
Caleta-Car,D,Dc,SAS,6,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9714,1.594,6,2,0,0.023,0,0,0,False,0.0,0.4976,0.4993,66.0,161.9,212.5,146.5,0.0,6,15,15,6,no_prior_data,15,6,0
